"","Site","WY","P_ET_1km","P_ET_5km"
"1074","504BCCSSM",2011,760.621601619271,787.745319631852
"1075","504BCCUF",2011,788.040706791493,855.679667440535
"1076","518PS0093",2011,481.218976956135,532.703273297022
"1077","518SCEBAM",2011,468.859005322497,526.669739300671
"1078","518HGY101",2011,207.092037412821,264.917665538331
"1079","518FCA075",2011,698.968679371969,732.108767383855
"1080","518RCC169",2011,451.570742314426,395.948640628746
"1081","518RCC289",2011,332.377631448551,345.814562048805
"1082","518SPC358",2011,625.694847864604,585.836157707648
"1083","533R5NPSC",2011,396.927411931249,435.329786932704
"1084","532WER222",2011,1521.3531569846,1554.36039941407
"1085","532TGRUPX",2011,1084.69319050475,1072.03381290792
"1086","526CLC371",2011,551.855259207991,487.743144061389
"1087","SYRCL-VNM",2011,1838.55390529365,1848.08712733066
"1088","517PSC038",2012,664.334941821979,732.471171593295
"1089","517PLC130",2012,371.44721295737,398.782715148097
"1090","517LCCAYB",2012,650.51097493111,616.913061640448
"1091","517STC294",2012,649.23550278691,677.055771050748
"1092","514SSC190",2012,273.618199491083,267.761513803536
"1093","507RCABRS",2012,200.856062645328,173.608409445725
"1094","507DCABSF",2012,100.238493045485,172.660337941984
"1095","507DCBLLB",2012,182.08201021845,175.100714323085
"1096","507RCBLPF",2012,172.723326426399,156.128773496941
"1097","507SPISFD",2012,144.926335541812,198.098580801816
"1098","507BTC269",2012,356.613189073801,377.952196937147
"1099","507SPION1",2012,212.742507771039,186.53617743636
"1100","507SHA003",2012,168.708868099302,183.40472190018
"1101","507SHA007",2012,242.467296037095,218.365717374779
"1102","507SHA010",2012,324.145787330699,317.3363593882
"1103","507SHA011",2012,238.109024250351,221.137343388015
"1104","507SHA034",2012,75.3550463809031,156.28430951334
"1105","507SHA037",2012,149.687364890958,213.01513020985
"1106","507SHA053",2012,251.173814555112,249.402430817157
"1107","507SHA201",2012,154.183221644605,151.198081753555
"1108","534SED001",2012,131.416632555568,205.530457762607
"1109","534ARC279",2012,147.923068415484,201.038545324287
"1110","534SPC227",2012,30.5017797569255,97.9537542160592
"1111","534STN075",2012,226.300062023046,265.857504238766
"1112","520BCBHRB",2012,271.947735076615,255.577193286084
"1113","521BTC303",2012,431.192220070992,460.009802186638
"1114","521BTCLBC",2012,192.085119111381,195.321770379797
"1115","521PS0161",2012,358.903382348549,398.197765409184
"1116","532SPC282",2012,218.894107972115,198.092238444018
"1117","532CRM206",2012,118.08590670969,159.446069489519
"1118","532CPC238",2012,224.947973243264,225.531000844558
"1119","514PCAPC2",2012,307.981446654119,255.466201605255
"1120","518RCNAPC",2012,532.535158961542,530.653971956983
"1121","518CPCRCR",2012,402.494433734066,394.877419356196
"1122","518CCCACN",2012,523.770378040826,539.836976369312
"1123","518FC1350",2012,-4.18209921191522,51.2842464481533
"1124","518YLCAFR",2012,231.624106428076,275.666409235172
"1125","518MCGRRx",2012,388.361039578923,388.21525532979
"1126","518CMC383",2012,556.512078902395,569.958631673176
"1127","518FALL01",2012,451.958403327937,653.105189677901
"1128","518MLC181",2012,771.750367003651,879.320829038516
"1129","518SED013",2012,105.808552667229,98.6036484890254
"1130","518GEC309",2012,51.5751305038,114.17917211053
"1131","518JSC273",2012,351.756535997818,324.385406817262
"1132","518LCC105",2012,-66.0291607884226,-18.0086187369899
"1133","518WS0103",2012,534.345274117612,605.272992523527
"1134","518GEC297",2012,256.297031784549,263.819819756767
"1135","518SPC134",2012,-73.6925040657111,-23.0735773561626
"1136","509CTC033",2012,215.749027765595,292.100548268117
"1137","504BCCFMR",2012,162.832983754115,195.454044629121
"1138","504BCCSSM",2012,188.509072864039,221.742718155488
"1139","504BCCUF",2012,283.483901924608,353.746216187256
"1140","518PS0093",2012,-19.2320731580136,38.6979536439595
"1141","518SCEBAM",2012,-79.9209997214992,-38.6097968147096
"1142","518HGY101",2012,-186.947082650364,-121.42825805885
"1143","518FCA075",2012,18.3173582508616,60.6240921038807
"1144","518RCC169",2012,5.83013891724335,-47.0430925515266
"1145","518RCC289",2012,-91.4505425266403,-95.9342484625282
"1146","518SPC358",2012,80.6270192621881,25.9411984818922
"1147","533R5NPSC",2012,44.2723157590254,77.4094464407401
"1148","532WER222",2012,255.378347245133,317.224418867435
"1149","532TGRUPX",2012,94.1694194747989,89.9777610114838
"1150","526CLC371",2012,266.336768190392,203.786557794913
"1151","SYRCL-VNM",2012,720.51822215284,732.45140316677
"1152","517PSC038",2013,860.395777731746,877.134789517148
"1153","517PLC130",2013,596.900806873147,613.842534830519
"1154","517LCCAYB",2013,750.090253732211,710.628291281724
"1155","517STC294",2013,790.467766572677,817.196424935103
"1156","514SSC190",2013,464.201187715862,469.04822025554
"1157","507RCABRS",2013,579.01413165744,509.534666244956
"1158","507DCABSF",2013,322.606324493499,444.808936906868
"1159","507DCBLLB",2013,573.877460528356,515.613594656251
"1160","507RCBLPF",2013,315.445133433689,386.45822569391
"1161","507SPISFD",2013,302.55276502487,436.29593593107
"1162","507BTC269",2013,633.237618089686,635.001065744875
"1163","507SPION1",2013,575.338345725112,478.058155787495
"1164","507SHA003",2013,300.431519530547,391.833098041949
"1165","507SHA007",2013,359.680251625419,336.194021161566
"1166","507SHA010",2013,548.740838960216,532.014026219637
"1167","507SHA011",2013,350.179283481126,338.230377048628
"1168","507SHA034",2013,265.055392542623,383.005987092767
"1169","507SHA037",2013,365.010564774747,428.523760949623
"1170","507SHA053",2013,420.889027919424,412.101564180135
"1171","507SHA201",2013,295.840949062192,377.368677050218
"1172","534SED001",2013,456.74866610765,503.441734379462
"1173","534ARC279",2013,465.392825200512,494.727527753873
"1174","534SPC227",2013,220.159608527073,237.234941360132
"1175","534STN075",2013,570.220827679363,609.961664290793
"1176","520BCBHRB",2013,345.109236287608,334.669355626091
"1177","521BTC303",2013,722.653423108899,738.518284604784
"1178","521BTCLBC",2013,265.695564992396,279.33307035159
"1179","521PS0161",2013,546.925661103316,588.360443532198
"1180","532SPC282",2013,373.975728345753,367.057931849938
"1181","532CRM206",2013,327.807226731995,367.182571948681
"1182","532CPC238",2013,491.509529414421,488.068898780098
"1183","514PCAPC2",2013,519.859734142112,499.581808203991
"1184","518RCNAPC",2013,869.360825933155,868.702648681405
"1185","518CPCRCR",2013,634.802862887858,634.775945978911
"1186","518CCCACN",2013,672.635459645313,697.102030567369
"1187","518FC1350",2013,362.495887209213,418.009412866498
"1188","518YLCAFR",2013,492.190956252086,513.313294935328
"1189","518MCGRRx",2013,554.594683236046,589.957698494302
"1190","518CMC383",2013,727.063253623055,733.048177342235
"1191","518FALL01",2013,656.840500427626,854.457806304551
"1192","518MLC181",2013,1094.90579144388,1162.44898301364
"1193","518SED013",2013,265.295172228873,262.768459613831
"1194","518GEC309",2013,194.76486613116,247.632909329566
"1195","518JSC273",2013,499.039045993769,464.585085964639
"1196","518LCC105",2013,35.3476606047466,98.3385373952149
"1197","518WS0103",2013,747.847860086621,827.00840610873
"1198","518GEC297",2013,371.307661185526,378.995761332959
"1199","518SPC134",2013,40.9851805295643,102.558561987975
"1200","509CTC033",2013,394.297390780342,451.599247570665
"1201","504BCCFMR",2013,236.932340257244,262.631432823906
"1202","504BCCSSM",2013,291.213665380926,305.107306420943
"1203","504BCCUF",2013,365.873458482087,444.220943854988
"1204","518PS0093",2013,98.5341421936039,200.376781729351
"1205","518SCEBAM",2013,119.446021248081,188.003144729147
"1206","518HGY101",2013,56.9042073971672,110.470637953813
"1207","518FCA075",2013,227.592318742459,308.626417421413
"1208","518RCC169",2013,216.835889034654,176.605629142947
"1209","518RCC289",2013,105.649889920599,110.15732652931
"1210","518SPC358",2013,297.934592248891,231.47351353061
"1211","533R5NPSC",2013,90.647319422303,124.788898876979
"1212","532WER222",2013,553.298159309526,594.666102582985
"1213","532TGRUPX",2013,321.134659713792,316.54591766641
"1214","526CLC371",2013,279.843650615563,229.234341824235
"1215","SYRCL-VNM",2013,866.156245553913,869.016186275092
"1216","517PSC038",2014,499.478179568143,504.725414083284
"1217","517PLC130",2014,166.662352531326,167.64095792763
"1218","517LCCAYB",2014,450.173393887545,384.459168347974
"1219","517STC294",2014,321.99115084901,346.84563043156
"1220","514SSC190",2014,190.373099507105,209.363701666163
"1221","507RCABRS",2014,422.858291471033,356.101460019293
"1222","507DCABSF",2014,194.125444578881,288.976568990342
"1223","507DCBLLB",2014,402.046894643594,345.855511382707
"1224","507RCBLPF",2014,162.956037273763,232.342458810843
"1225","507SPISFD",2014,140.659431972438,263.562193586019
"1226","507BTC269",2014,257.750688665774,273.180948813033
"1227","507SPION1",2014,432.303196665132,327.480701289786
"1228","507SHA003",2014,190.752738079005,276.837153129988
"1229","507SHA007",2014,258.854355194955,236.781997639126
"1230","507SHA010",2014,285.7561368918,254.201924879872
"1231","507SHA011",2014,237.425118611558,218.474017874623
"1232","507SHA034",2014,49.8097820145069,189.182317833968
"1233","507SHA037",2014,168.029601115083,250.681607956908
"1234","507SHA053",2014,269.971684333767,272.68344790294
"1235","507SHA201",2014,158.111043884701,238.191449500862
"1236","534SED001",2014,249.378328911508,281.425994308747
"1237","534ARC279",2014,260.280858259177,275.790921054707
"1238","534SPC227",2014,46.884154148178,47.075318371946
"1239","534STN075",2014,319.955486541028,380.166478238987
"1240","520BCBHRB",2014,205.628290400698,198.170776845261
"1241","521BTC303",2014,183.590574341531,223.029731174625
"1242","521BTCLBC",2014,156.902100195585,166.270568208592
"1243","521PS0161",2014,172.290969281294,198.882536721344
"1244","532SPC282",2014,118.632888001776,102.129556806447
"1245","532CRM206",2014,96.1051392718747,135.602285026588
"1246","532CPC238",2014,188.135322698243,181.388304339534
"1247","514PCAPC2",2014,215.299999123682,204.068997101342
"1248","518RCNAPC",2014,403.072764816903,394.582743314165
"1249","518CPCRCR",2014,240.092896056012,254.985942491576
"1250","518CCCACN",2014,363.602581548966,378.036818841045
"1251","518FC1350",2014,52.9670749911627,99.6207043053534
"1252","518YLCAFR",2014,144.209986946641,167.187553688235
"1253","518MCGRRx",2014,182.662516935849,211.13142635532
"1254","518CMC383",2014,292.377191828085,304.546732934234
"1255","518FALL01",2014,165.443789886346,353.159595136499
"1256","518MLC181",2014,529.037121980658,586.173648335825
"1257","518SED013",2014,-65.8243318865773,-46.0722641189386
"1258","518GEC309",2014,-113.20622098036,-30.1616598647566
"1259","518JSC273",2014,134.729175807441,105.960487978082
"1260","518LCC105",2014,-38.6533146405991,19.9787846233677
"1261","518WS0103",2014,279.244261185362,328.199778610199
"1262","518GEC297",2014,42.6810788604923,58.9573015850362
"1263","518SPC134",2014,-174.158972373607,-94.1406873331929
"1264","509CTC033",2014,63.8794062958862,143.802273045813
"1265","504BCCFMR",2014,99.8317248021687,138.490281306009
"1266","504BCCSSM",2014,144.338967645636,149.447048816388
"1267","504BCCUF",2014,184.3757841066,241.407834065966
"1268","518PS0093",2014,-203.737513592262,-115.428346958512
"1269","518SCEBAM",2014,-162.304566737983,-133.33015426671
"1270","518HGY101",2014,-214.302601291255,-148.494022484361
"1271","518FCA075",2014,-158.747429410077,-79.4284718860171
"1272","518RCC169",2014,8.59246330567834,-51.2472875189774
"1273","518RCC289",2014,-149.17846462208,-145.115429582153
"1274","518SPC358",2014,-53.0999697456479,-104.208490882959
"1275","533R5NPSC",2014,48.6970102108615,72.9013684544617
"1276","532WER222",2014,367.02341783325,408.631838415729
"1277","532TGRUPX",2014,93.424146734834,74.1857276935226
"1278","526CLC371",2014,-1.98874048652476,-77.7899200490124
"1279","SYRCL-VNM",2014,629.141389622888,600.624191945973
"1280","517PSC038",2015,555.460807159813,571.705837069808
"1281","517PLC130",2015,326.298854102121,366.634483880419
"1282","517LCCAYB",2015,467.999964949545,422.364211805227
"1283","517STC294",2015,484.565174643989,526.882399675648
"1284","514SSC190",2015,214.503871576963,265.447636087904
"1285","507RCABRS",2015,469.502628082266,431.825067147622
"1286","507DCABSF",2015,257.601009075438,356.481056406172
"1287","507DCBLLB",2015,468.039098885767,433.097734182827
"1288","507RCBLPF",2015,241.525883201313,307.614942366976
"1289","507SPISFD",2015,206.521279507884,329.889714010013
"1290","507BTC269",2015,451.029797663855,449.172937623509
"1291","507SPION1",2015,472.500141805482,387.12482974259
"1292","507SHA003",2015,231.49054029122,335.552477597992
"1293","507SHA007",2015,286.241808724381,273.015981694313
"1294","507SHA010",2015,387.912363663416,373.066719027826
"1295","507SHA011",2015,282.957564051505,277.033688319521
"1296","507SHA034",2015,176.498243421362,301.301871445468
"1297","507SHA037",2015,230.37568662292,303.677048762398
"1298","507SHA053",2015,334.394233132462,337.623398293518
"1299","507SHA201",2015,231.048714608758,305.000939062403
"1300","534SED001",2015,269.096086468351,296.507208224002
"1301","534ARC279",2015,276.987398444545,292.397401629959
"1302","534SPC227",2015,45.7955584267111,60.6076089386858
"1303","534STN075",2015,319.015526233628,391.922235172455
"1304","520BCBHRB",2015,312.79424610442,297.519406012408
"1305","521BTC303",2015,490.616357924519,524.424574941753
"1306","521BTCLBC",2015,204.836249733749,217.518397355578
"1307","521PS0161",2015,354.29332032224,383.838884021165
"1308","532SPC282",2015,151.515501872576,159.305360098916
"1309","532CRM206",2015,136.203650637364,177.681436848865
"1310","532CPC238",2015,189.472133514177,185.297335798385
"1311","514PCAPC2",2015,500.215029517277,496.802337963863
"1312","518RCNAPC",2015,774.811156563042,771.282741752906
"1313","518CPCRCR",2015,348.999776063716,380.382243285342
"1314","518CCCACN",2015,424.4475921815,441.18808750676
"1315","518FC1350",2015,205.696802832662,258.457893984717
"1316","518YLCAFR",2015,260.269479993009,279.697108806589
"1317","518MCGRRx",2015,242.913844734978,254.347286810896
"1318","518CMC383",2015,471.143471662552,482.482078785979
"1319","518FALL01",2015,374.762330696887,560.663515129925
"1320","518MLC181",2015,678.304358841734,751.877345473585
"1321","518SED013",2015,139.812481765015,160.402140607505
"1322","518GEC309",2015,5.293529645268,90.5049822964954
"1323","518JSC273",2015,269.861748393868,239.222031555839
"1324","518LCC105",2015,52.6201930209189,121.880538184942
"1325","518WS0103",2015,365.580147902573,433.086452236121
"1326","518GEC297",2015,160.360453601683,171.530926764075
"1327","518SPC134",2015,-95.2242992631885,-7.30590097879417
"1328","509CTC033",2015,265.99214620009,355.082042843085
"1329","504BCCFMR",2015,224.590523317664,259.129837471751
"1330","504BCCSSM",2015,210.66405886572,227.141972582834
"1331","504BCCUF",2015,267.542451947415,330.697024987968
"1332","518PS0093",2015,-80.753156418948,33.0318145359429
"1333","518SCEBAM",2015,3.81384918677634,23.9076436555521
"1334","518HGY101",2015,-89.0659938103968,-21.2109210605568
"1335","518FCA075",2015,41.3441745577825,107.081766096164
"1336","518RCC169",2015,111.592978659699,64.4114441542783
"1337","518RCC289",2015,-33.3375917671062,-26.1287450744578
"1338","518SPC358",2015,144.942289534798,113.184645579383
"1339","533R5NPSC",2015,84.6623369006094,115.163323962705
"1340","532WER222",2015,415.823149845646,460.446115313929
"1341","532TGRUPX",2015,158.308247461193,131.27174969722
"1342","526CLC371",2015,290.131435395094,218.003395242875
"1343","SYRCL-VNM",2015,551.394813486986,512.299552995673
"1344","517PSC038",2016,1221.25152368142,1247.62128519744
"1345","517PLC130",2016,959.631209773931,973.071748450819
"1346","517LCCAYB",2016,1153.47062404235,1096.39649106429
"1347","517STC294",2016,1290.02772793582,1309.62636472328
"1348","514SSC190",2016,854.644651054918,924.964376300219
"1349","507RCABRS",2016,765.985446923507,714.679891704657
"1350","507DCABSF",2016,577.338098862429,674.961071460511
"1351","507DCBLLB",2016,734.572270830378,689.597724160562
"1352","507RCBLPF",2016,455.643890529402,490.874428247349
"1353","507SPISFD",2016,565.212205723199,694.24105165213
"1354","507BTC269",2016,894.523224386146,906.359108822582
"1355","507SPION1",2016,799.840685926634,707.631488050124
"1356","507SHA003",2016,441.310241390467,493.433923472921
"1357","507SHA007",2016,467.698856934734,440.053434685872
"1358","507SHA010",2016,826.530337693865,812.630280173409
"1359","507SHA011",2016,475.617687653792,445.855030904713
"1360","507SHA034",2016,441.438134293608,547.389996332394
"1361","507SHA037",2016,606.951954607602,690.065534620742
"1362","507SHA053",2016,531.603130004579,530.707905622362
"1363","507SHA201",2016,427.021304344339,472.369790526599
"1364","534SED001",2016,779.416318321729,826.931556327514
"1365","534ARC279",2016,782.581512542824,837.011066320317
"1366","534SPC227",2016,559.680166541355,577.476033814204
"1367","534STN075",2016,865.76283569645,908.468737569301
"1368","520BCBHRB",2016,530.390395256415,518.973352490612
"1369","521BTC303",2016,1048.11003491037,1069.61197531641
"1370","521BTCLBC",2016,571.929201785345,595.178636114734
"1371","521PS0161",2016,987.61818897312,1043.08474469284
"1372","532SPC282",2016,719.072722976437,734.216307471454
"1373","532CRM206",2016,637.179355881127,683.511328447349
"1374","532CPC238",2016,812.690234012244,826.788265466171
"1375","514PCAPC2",2016,1073.8427967528,1062.1520756876
"1376","518RCNAPC",2016,1116.48467362576,1108.83042547328
"1377","518CPCRCR",2016,874.81279937671,912.491089523875
"1378","518CCCACN",2016,1033.53989898071,1028.2927606439
"1379","518FC1350",2016,507.099587482591,547.653214244504
"1380","518YLCAFR",2016,696.828166064699,723.80674322421
"1381","518MCGRRx",2016,891.334095518308,918.160956997769
"1382","518CMC383",2016,1078.22006126977,1096.87370075943
"1383","518FALL01",2016,1081.40960037279,1231.97739687298
"1384","518MLC181",2016,1465.78273185448,1602.69999484194
"1385","518SED013",2016,521.279481961154,496.737367282498
"1386","518GEC309",2016,421.948796113856,492.350577059575
"1387","518JSC273",2016,819.325341292233,795.594661274303
"1388","518LCC105",2016,169.280961952013,210.505891040012
"1389","518WS0103",2016,1115.81627074101,1161.87967360855
"1390","518GEC297",2016,631.493337211459,654.284495783162
"1391","518SPC134",2016,228.001790610997,291.682375706724
"1392","509CTC033",2016,688.418527395932,738.296533436311
"1393","504BCCFMR",2016,356.576209095061,396.288485479705
"1394","504BCCSSM",2016,571.204120576895,617.179912059547
"1395","504BCCUF",2016,634.145675208022,686.153445675942
"1396","518PS0093",2016,300.940476177537,368.44765674833
"1397","518SCEBAM",2016,338.688359752778,342.340327197697
"1398","518HGY101",2016,115.293807751886,174.515069044328
"1399","518FCA075",2016,457.465131325142,513.364190822869
"1400","518RCC169",2016,364.653985707871,311.494502789097
"1401","518RCC289",2016,194.681602631205,230.616288603937
"1402","518SPC358",2016,495.47804862148,449.574449148959
"1403","533R5NPSC",2016,254.028714642652,282.48104498122
"1404","532WER222",2016,810.868542999794,865.25554673805
"1405","532TGRUPX",2016,655.873836369567,656.525250790097
"1406","526CLC371",2016,430.142853967592,381.843434181007
"1407","SYRCL-VNM",2016,1241.64585949497,1236.67040647251
"1408","517PSC038",2017,2485.73483603096,2521.39846928909
"1409","517PLC130",2017,2150.45460804796,2167.26006135922
"1410","517LCCAYB",2017,2335.76767073718,2268.65559552142
"1411","517STC294",2017,2529.23978890577,2548.92218230333
"1412","514SSC190",2017,1901.46616440952,1962.36369868974
"1413","507RCABRS",2017,1068.70112506967,1017.68286578668
"1414","507DCABSF",2017,837.138477810625,963.562371496077
"1415","507DCBLLB",2017,1050.21540858956,993.965505192867
"1416","507RCBLPF",2017,754.359658354981,800.118811808762
"1417","507SPISFD",2017,865.139496096754,1008.22094290046
"1418","507BTC269",2017,1531.54397484753,1552.55847677875
"1419","507SPION1",2017,1093.33289665565,1005.4018099047
"1420","507SHA003",2017,734.109017693912,817.44895436177
"1421","507SHA007",2017,750.100770185229,740.599209398004
"1422","507SHA010",2017,1319.56216295688,1319.63397535933
"1423","507SHA011",2017,730.684898908574,723.484075744591
"1424","507SHA034",2017,734.620564631552,874.535454565739
"1425","507SHA037",2017,910.358356110606,1007.85026039658
"1426","507SHA053",2017,802.644591473454,818.511960096325
"1427","507SHA201",2017,730.138168004915,782.798725601573
"1428","534SED001",2017,1828.7251680541,1912.52850032539
"1429","534ARC279",2017,1840.99911875984,1923.16749582812
"1430","534SPC227",2017,1287.20838253602,1313.30146035239
"1431","534STN075",2017,1967.54292459153,2069.49545326803
"1432","520BCBHRB",2017,986.324548072283,951.929832231924
"1433","521BTC303",2017,1987.71317177082,2003.14813240469
"1434","521BTCLBC",2017,1158.05760256716,1173.64804663378
"1435","521PS0161",2017,1737.32831031179,1809.82630702497
"1436","532SPC282",2017,1688.42347965583,1740.19252774553
"1437","532CRM206",2017,1558.66266054449,1592.88303707692
"1438","532CPC238",2017,1911.82764608616,1908.30118276074
"1439","514PCAPC2",2017,2221.47196397389,2173.34206453058
"1440","518RCNAPC",2017,1923.2126095512,1892.3089144618
"1441","518CPCRCR",2017,1499.44948774068,1526.17402110074
"1442","518CCCACN",2017,1674.19111515107,1668.56967635092
"1443","518FC1350",2017,908.15086572128,1041.39640118177
"1444","518YLCAFR",2017,1250.83294453752,1283.27389278733
"1445","518MCGRRx",2017,1598.12530231047,1627.106611784
"1446","518CMC383",2017,1894.51496201187,1898.07470961467
"1447","518FALL01",2017,1914.32093334822,2055.87814817583
"1448","518MLC181",2017,2539.94161926903,2718.66520390859
"1449","518SED013",2017,950.773384305231,911.286373919112
"1450","518GEC309",2017,1120.29690581717,1176.86647370154
"1451","518JSC273",2017,1738.18577900121,1720.78308637735
"1452","518LCC105",2017,579.086048487573,652.903913717016
"1453","518WS0103",2017,2104.3364034383,2115.46377934975
"1454","518GEC297",2017,1513.3240434024,1537.66838218582
"1455","518SPC134",2017,862.053350912324,972.524348400347
"1456","509CTC033",2017,1301.96650070671,1331.31387935209
"1457","504BCCFMR",2017,707.96927105086,755.437659468085
"1458","504BCCSSM",2017,1082.36329608419,1115.66845882598
"1459","504BCCUF",2017,1154.0204980611,1207.66613763499
"1460","518PS0093",2017,822.980798616683,917.809959946933
"1461","518SCEBAM",2017,791.596164583367,800.127126711335
"1462","518HGY101",2017,494.733083763838,535.773709827469
"1463","518FCA075",2017,1016.80457646634,1122.87502532931
"1464","518RCC169",2017,901.980048562021,828.420933520956
"1465","518RCC289",2017,708.154189902798,727.977137640148
"1466","518SPC358",2017,972.78798359757,931.694630639105
"1467","533R5NPSC",2017,542.186200906175,555.874483842479
"1468","532WER222",2017,2037.18521657179,2041.98138343359
"1469","532TGRUPX",2017,1609.7779439368,1582.83445195986
"1470","526CLC371",2017,719.056805009595,648.987336713515
"1471","SYRCL-VNM",2017,2580.3216273707,2570.5729870111
"1472","517PSC038",2018,682.951347036259,715.634923791714
"1473","517PLC130",2018,384.520650945124,407.926782288409
"1474","517LCCAYB",2018,639.354778135739,591.402814131157
"1475","517STC294",2018,503.10855559269,523.956542791246
"1476","514SSC190",2018,341.023282485494,401.554754350547
"1477","507RCABRS",2018,379.116240121029,344.352396139567
"1478","507DCABSF",2018,249.674762224691,327.722326791998
"1479","507DCBLLB",2018,359.631861317534,321.470466309524
"1480","507RCBLPF",2018,143.445836026168,185.24650962461
"1481","507SPISFD",2018,207.140545602348,325.536125516294
"1482","507BTC269",2018,388.104065354481,392.216872387674
"1483","507SPION1",2018,420.770646003626,346.618693677705
"1484","507SHA003",2018,148.662290524372,205.085139114688
"1485","507SHA007",2018,218.106666141756,190.724807712563
"1486","507SHA010",2018,383.121052443816,401.193858932581
"1487","507SHA011",2018,201.819273602497,185.956189507459
"1488","507SHA034",2018,88.9944225393821,216.720781137482
"1489","507SHA037",2018,205.716940759502,311.836056772931
"1490","507SHA053",2018,232.50123229461,232.972392020487
"1491","507SHA201",2018,125.606121837643,174.762846076001
"1492","534SED001",2018,391.234533779653,418.771890936905
"1493","534ARC279",2018,390.071160761997,425.231777708278
"1494","534SPC227",2018,78.7068786437251,81.5722582277332
"1495","534STN075",2018,417.477451653077,510.046934610925
"1496","520BCBHRB",2018,230.283500052707,218.943350655446
"1497","521BTC303",2018,414.396632244559,459.170063451557
"1498","521BTCLBC",2018,156.585239324974,172.784926146452
"1499","521PS0161",2018,363.128352934692,418.904321593158
"1500","532SPC282",2018,277.340026435085,294.667190835958
"1501","532CRM206",2018,189.050641215208,240.708982715105
"1502","532CPC238",2018,377.628396605999,395.23788628624
"1503","514PCAPC2",2018,699.616293928502,603.144428532496
"1504","518RCNAPC",2018,504.617636181583,494.898050100576
"1505","518CPCRCR",2018,338.923589019225,364.811462607636
"1506","518CCCACN",2018,449.73500380471,437.495633336395
"1507","518FC1350",2018,83.7643955798466,131.537636141342
"1508","518YLCAFR",2018,227.387470087018,244.701821414751
"1509","518MCGRRx",2018,331.034709611538,347.33618993135
"1510","518CMC383",2018,465.426955385601,459.267917549049
"1511","518FALL01",2018,406.187196984491,563.953686680784
"1512","518MLC181",2018,711.304906321963,858.46324756999
"1513","518SED013",2018,72.6824466582499,73.9439876023275
"1514","518GEC309",2018,58.9092437041596,141.899232724417
"1515","518JSC273",2018,343.094319174561,349.893722785839
"1516","518LCC105",2018,29.9219315386725,91.616872352503
"1517","518WS0103",2018,500.032000976858,527.841363036379
"1518","518GEC297",2018,226.431211363967,228.911552016223
"1519","518SPC134",2018,-48.447253760664,43.6485803265683
"1520","509CTC033",2018,229.274109258965,290.468047329416
"1521","504BCCFMR",2018,100.102998329345,141.855734369756
"1522","504BCCSSM",2018,172.937727627178,169.799496043486
"1523","504BCCUF",2018,231.94256023742,279.489457652563
"1524","518PS0093",2018,-81.6245553234425,7.8528276947294
"1525","518SCEBAM",2018,-45.6797708510371,-47.9839695085645
"1526","518HGY101",2018,-144.773373637674,-75.1112101702661
"1527","518FCA075",2018,-22.1429672322191,28.9770736154154
"1528","518RCC169",2018,162.931117866107,86.3702085699138
"1529","518RCC289",2018,-52.6460956640476,-39.0943568484587
"1530","518SPC358",2018,104.350982781842,22.6552543575563
"1531","533R5NPSC",2018,79.422811906048,98.6693714484815
"1532","532WER222",2018,380.466395998365,457.069213145637
"1533","532TGRUPX",2018,200.912675227528,166.649893541321
"1534","526CLC371",2018,152.822733960304,57.4312688928667
"1535","SYRCL-VNM",2018,848.293194231822,766.01813002556
"1536","517PSC038",2019,1422.02804896816,1487.64018452288
"1537","517PLC130",2019,1185.11663709798,1212.29860327965
"1538","517LCCAYB",2019,1341.41975940814,1264.30950067315
"1539","517STC294",2019,1593.3223423379,1617.92725532409
"1540","514SSC190",2019,1134.26349325655,1204.79809269885
"1541","507RCABRS",2019,890.92438300409,840.750976036123
"1542","507DCABSF",2019,705.234953324894,805.335531940574
"1543","507DCBLLB",2019,870.875965404607,818.989668120401
"1544","507RCBLPF",2019,626.818337246227,664.423081127514
"1545","507SPISFD",2019,689.867339520848,813.725024577658
"1546","507BTC269",2019,1019.07907517633,1033.17634998776
"1547","507SPION1",2019,910.067178085681,826.15405687493
"1548","507SHA003",2019,623.991052584938,688.542066783511
"1549","507SHA007",2019,661.631718858783,634.949148007686
"1550","507SHA010",2019,945.856089429349,931.35555922141
"1551","507SHA011",2019,651.840474222772,627.398657972422
"1552","507SHA034",2019,592.135859169286,699.560470052903
"1553","507SHA037",2019,694.15703870177,803.587860824106
"1554","507SHA053",2019,691.973247071856,693.769562876382
"1555","507SHA201",2019,608.771760142006,648.054383978075
"1556","534SED001",2019,1181.79076995611,1143.75657554501
"1557","534ARC279",2019,1113.77983224558,1159.5069949181
"1558","534SPC227",2019,735.797180764096,747.9048597402
"1559","534STN075",2019,1152.26297563689,1242.88611345227
"1560","520BCBHRB",2019,821.748821830308,818.28104946201
"1561","521BTC303",2019,1292.5662381319,1284.32620501377
"1562","521BTCLBC",2019,907.228334291857,931.805609423797
"1563","521PS0161",2019,1298.41153525966,1315.33330611103
"1564","532SPC282",2019,1023.01179670118,1049.67302422974
"1565","532CRM206",2019,874.606836736326,937.275373422665
"1566","532CPC238",2019,1109.33269660337,1116.66217978012
"1567","514PCAPC2",2019,1403.80497095154,1335.16960345039
"1568","518RCNAPC",2019,1362.90295046722,1346.41386038639
"1569","518CPCRCR",2019,1001.82759841787,1038.38714536137
